43
1
20
17
5
18
20
1
2
9
1
2
27
51
1
2
43
5
17
44
1
23
22
18
10
37
17
55
27
23
10
27
17
27
25
23
2
47
15
27
34
1
15
26
2
10
2
57
17
11
1
18
3
23
35
51
5
23
23
5
17
14
46
5
31
12
17
32
17
8
12
13
1
43
7
6
1
22
11
9
22
43
21
22
51
22
23
58
3
36
31
18
6
48
9
22
17
23
1
18
